config_id,hidden_dims,dropout,learning_rate,batch_size,best_val_auprc,test_precision,test_recall,test_f1,test_auprc,final_train_loss
22,"(256, 128)",0.3,0.002,256,0.4757909868761098,0.42819614711033277,0.47847358121330724,0.4519408502772643,0.4448780544744008,0.09741657167225262
23,"(256, 128)",0.3,0.002,512,0.45504059386032164,0.34882533197139937,0.6682974559686888,0.4583892617449664,0.4477972042567823,0.0769623208021664
24,"(256, 128)",0.4,0.0001,128,0.4704579076804512,0.45004757373929594,0.4628180039138943,0.4563434635793536,0.4559791348076294,0.13852309778536837
25,"(256, 128)",0.4,0.0001,256,0.4611789300385848,0.41641104294478526,0.5313111545988258,0.46689595872742906,0.45697773525286983,0.2979966277470354
26,"(256, 128)",0.4,0.0001,512,0.443130557735882,0.38892425206874603,0.5978473581213307,0.4712688006170459,0.45824116500203166,0.5415646135807037
27,"(256, 128)",0.4,0.0005,128,0.4725973173239582,0.43327239488117003,0.4637964774951076,0.44801512287334594,0.43266312489868586,0.07819742361109143
28,"(256, 128)",0.4,0.0005,256,0.4743020417895266,0.41509433962264153,0.5166340508806262,0.46033129904097647,0.44890465083766273,0.07535307761790648
29,"(256, 128)",0.4,0.0005,512,0.4702837967216349,0.41652892561983473,0.4931506849315068,0.45161290322580644,0.44378526908122645,0.0717489737207475
30,"(256, 128)",0.4,0.001,128,0.46028720894509306,0.3853459972862958,0.5557729941291585,0.4551282051282051,0.4418863313128604,0.12406264236324455
31,"(256, 128)",0.4,0.001,256,0.4631721225900678,0.4549266247379455,0.4246575342465753,0.4392712550607287,0.42963620730249547,0.1058209489196376
32,"(256, 128)",0.4,0.001,512,0.4691858217147637,0.4088495575221239,0.4520547945205479,0.42936802973977695,0.4267476152253474,0.08704335408528215
33,"(256, 128)",0.4,0.002,128,0.46815372354363216,0.4106433677521843,0.5058708414872799,0.45330995177553707,0.4434255068410094,0.1837749600206336
34,"(256, 128)",0.4,0.002,256,0.457894869058151,0.40998043052837574,0.40998043052837574,0.40998043052837574,0.4052599436861446,0.1381898317384264
35,"(256, 128)",0.4,0.002,512,0.4694817162322348,0.34321608040201007,0.6682974559686888,0.45351925630810097,0.4540349102681623,0.11128457075835246
36,"(256, 128)",0.5,0.0001,128,0.47251441028849983,0.4180522565320665,0.5166340508806262,0.462144420131291,0.45353988259446487,0.21998328391003283
37,"(256, 128)",0.5,0.0001,256,0.45648905798161427,0.4054431263084438,0.5684931506849316,0.4733197556008147,0.45638849441115154,0.3949688953128669
38,"(256, 128)",0.5,0.0001,512,0.4379102796453299,0.38034960819770947,0.6174168297455969,0.4707198806415516,0.4606420988482463,0.6178932125153749
39,"(256, 128)",0.5,0.0005,128,0.4771390052347603,0.44206426484907496,0.44422700587084146,0.4431429965836994,0.4409538000278715,0.12208565613382483
40,"(256, 128)",0.5,0.0005,256,0.4811296132646272,0.4194847020933977,0.5097847358121331,0.46024734982332155,0.4495669519758589,0.11458823632428555
41,"(256, 128)",0.5,0.0005,512,0.46948812990985966,0.437984496124031,0.44227005870841485,0.4401168451801363,0.45010760440820996,0.11066062618856845
42,"(256, 128)",0.5,0.001,128,0.47387983034321707,0.42857142857142855,0.43737769080234834,0.4329297820823244,0.42809976559057517,0.1952197346479109
43,"(256, 128)",0.5,0.001,256,0.4711513422261807,0.4215962441314554,0.43933463796477495,0.4302827024436991,0.4362526848620327,0.15727062446009266
44,"(256, 128)",0.5,0.001,512,0.4732501237841797,0.40714840714840717,0.512720156555773,0.4538761368557817,0.44296931214579843,0.13701609092886033
45,"(256, 128)",0.5,0.002,128,0.4734781088616266,0.4519119351100811,0.3816046966731898,0.4137931034482758,0.43333858240995815,0.2596287120490858
46,"(256, 128)",0.5,0.002,256,0.472342067701673,0.43059490084985835,0.4461839530332681,0.43825084094185485,0.4400489523511291,0.2123966069657946
47,"(256, 128)",0.5,0.002,512,0.4677924459833843,0.36189402480270577,0.6281800391389433,0.45922746781115886,0.44887426302691047,0.17721430584788322
48,"(512, 256)",0.2,0.0001,128,0.47984733887171827,0.47465437788018433,0.40313111545988256,0.435978835978836,0.4575289645392926,0.01861298460615416
49,"(512, 256)",0.2,0.0001,256,0.4801717363872051,0.4968314321926489,0.3835616438356164,0.43290999447818884,0.4674116405865296,0.024903456308965476
50,"(512, 256)",0.2,0.0001,512,0.47377624917248234,0.47761194029850745,0.4070450097847358,0.4395139989434759,0.4609768011646421,0.07647196126534887
51,"(512, 256)",0.2,0.0005,128,0.47651947752547996,0.5457809694793537,0.2974559686888454,0.38505383153894873,0.45293578515703203,0.017674397153952096
52,"(512, 256)",0.2,0.0005,256,0.48048126636630767,0.39157458563535913,0.5547945205479452,0.45910931174089065,0.456591470469493,0.020168332582787492
53,"(512, 256)",0.2,0.0005,512,0.47739726909066293,0.4642082429501085,0.4187866927592955,0.4403292181069959,0.44967503168939743,0.019981226762351784
54,"(512, 256)",0.2,0.001,128,0.47540333781189925,0.33489242282507015,0.700587084148728,0.45316455696202534,0.45433265668161543,0.02776208679600019
55,"(512, 256)",0.2,0.001,256,0.4757007287385813,0.3474883480062144,0.6565557729941291,0.45445309854385374,0.4533720316958009,0.026894981902896787
56,"(512, 256)",0.2,0.001,512,0.4743977096599802,0.42590866728797766,0.4471624266144814,0.4362768496420048,0.4278943980753598,0.024027881470670844
57,"(512, 256)",0.2,0.002,128,0.4738178263525894,0.31681877444589307,0.713307240704501,0.43876015648510375,0.443417165799921,0.046433734690949115
58,"(512, 256)",0.2,0.002,256,0.4676644659188345,0.3290917068889864,0.7338551859099804,0.4544077552256892,0.4440032718975176,0.040697437268300135
59,"(512, 256)",0.2,0.002,512,0.47798011422572334,0.38261421319796957,0.5900195694716243,0.46420323325635104,0.4364643331345781,0.03901797545182964
60,"(512, 256)",0.3,0.0001,128,0.4765976763492441,0.4913151364764268,0.38747553816046965,0.43326039387308535,0.45500210118466455,0.028597362909772217
61,"(512, 256)",0.3,0.0001,256,0.4798125727871186,0.46378378378378377,0.4197651663405088,0.4406779661016949,0.4672837150353552,0.04301112541124795
62,"(512, 256)",0.3,0.0001,512,0.4715355882156906,0.48423423423423423,0.4207436399217221,0.450261780104712,0.46125648549501386,0.12427792082662167
63,"(512, 256)",0.3,0.0005,128,0.47914619940910136,0.4664351851851852,0.3943248532289628,0.42735949098621423,0.4535661703593913,0.03469958515990883
64,"(512, 256)",0.3,0.0005,256,0.480886761900675,0.48753117206982544,0.38258317025440314,0.42872807017543857,0.4491486716681781,0.025434733242498803
65,"(512, 256)",0.3,0.0005,512,0.4808302794240221,0.43683274021352314,0.48043052837573386,0.4575955265610438,0.4505947346092489,0.02979490149806699
66,"(512, 256)",0.3,0.001,128,0.4751837525819441,0.3324035332403533,0.6996086105675147,0.45067759218405296,0.45450110410698763,0.05417866017286704
67,"(512, 256)",0.3,0.001,256,0.47218230577252523,0.392831541218638,0.5362035225048923,0.45345469590401327,0.4484022843513982,0.037531719764419755
68,"(512, 256)",0.3,0.001,512,0.47754721226003716,0.5039123630672926,0.3150684931506849,0.38771824202287775,0.4353268654931085,0.035100217200005834
69,"(512, 256)",0.3,0.002,128,0.4672195099162122,0.31693989071038253,0.7377690802348337,0.4433990002940312,0.4509448842023705,0.08816899519209584
70,"(512, 256)",0.3,0.002,256,0.46560110680723404,0.4483204134366925,0.3395303326810176,0.38641425389755013,0.4016869021465891,0.05614919328420866
71,"(512, 256)",0.3,0.002,512,0.4792724642960495,0.3953488372093023,0.5322896281800391,0.4537114261884903,0.44297047982090576,0.04815630698779031
72,"(512, 256)",0.4,0.0001,128,0.47978727444057834,0.4617044228694714,0.4187866927592955,0.43919958953309385,0.4644152210379135,0.046525103754478776
73,"(512, 256)",0.4,0.0001,256,0.48240039427267734,0.46645021645021645,0.4217221135029354,0.44295991778006166,0.4559201489222064,0.07618853765351524
74,"(512, 256)",0.4,0.0001,512,0.4711502043371802,0.4795799299883314,0.4021526418786693,0.43746673762639704,0.4627222779940089,0.18785942394448363
75,"(512, 256)",0.4,0.0005,128,0.4772126591293927,0.5136690647482014,0.3493150684931507,0.4158415841584158,0.44662678506645276,0.046872430758499735
76,"(512, 256)",0.4,0.0005,256,0.4831792107595173,0.49210206561360875,0.39628180039138944,0.43902439024390244,0.4542021877983081,0.04018712564641254
77,"(512, 256)",0.4,0.0005,512,0.4801226048833348,0.48729792147806006,0.41291585127201563,0.4470338983050848,0.46150644062940266,0.03869115893283616
78,"(512, 256)",0.4,0.001,128,0.47165269177180025,0.41465594280607687,0.45401174168297453,0.43344231667445116,0.4296137433175592,0.07926973306561169
79,"(512, 256)",0.4,0.001,256,0.46987455207307727,0.4744186046511628,0.39921722113502933,0.43358129649309246,0.4468594915196088,0.05594293389957948
80,"(512, 256)",0.4,0.001,512,0.48014309212601314,0.366076527698458,0.62720156555773,0.4623151821132348,0.45268819074561684,0.051922551427117505
81,"(512, 256)",0.4,0.002,128,0.47145221800190557,0.42658959537572255,0.3610567514677104,0.3910969793322735,0.41851126963551133,0.1296153459187648
82,"(512, 256)",0.4,0.002,256,0.46960171913495874,0.34780439121756485,0.6819960861056752,0.46067415730337075,0.4545493889180203,0.08826857063756452
83,"(512, 256)",0.4,0.002,512,0.47893385259413823,0.3712839974699557,0.5743639921722113,0.451018056089128,0.4349434882734637,0.07007426310978505
84,"(512, 256)",0.5,0.0001,128,0.4799816657851268,0.4826427771556551,0.4217221135029354,0.4501305483028721,0.4697619957849536,0.07454974081061067
85,"(512, 256)",0.5,0.0001,256,0.47766369379313084,0.4658077304261645,0.4598825831702544,0.4628261939931068,0.4644053931794675,0.13445561244839527
86,"(512, 256)",0.5,0.0001,512,0.46815482595485247,0.46058879392212726,0.474559686888454,0.46746987951807234,0.46283422135477303,0.2958351041635741
87,"(512, 256)",0.5,0.0005,128,0.48081889734143585,0.38333333333333336,0.5851272015655578,0.46320681642137884,0.4490503020132749,0.0705326433165943
88,"(512, 256)",0.5,0.0005,256,0.48147771665160033,0.4485981308411215,0.4227005870841487,0.435264483627204,0.44233915473626845,0.06068206261945227
89,"(512, 256)",0.5,0.0005,512,0.4799286199149297,0.4379496402877698,0.4765166340508806,0.4564198687910028,0.4588701524347619,0.05012366392285279
90,"(512, 256)",0.5,0.001,128,0.48456259238271676,0.3875262789067975,0.541095890410959,0.4516129032258065,0.4378085559273594,0.12246566338796322
91,"(512, 256)",0.5,0.001,256,0.48481329701018305,0.49236641221374045,0.3786692759295499,0.4280973451327434,0.4347631794368705,0.09476160720153584
92,"(512, 256)",0.5,0.001,512,0.4838677448537536,0.45405982905982906,0.4158512720156556,0.4341164453524004,0.4438560938863562,0.07017961670847042
93,"(512, 256)",0.5,0.002,128,0.4717338919467894,0.448,0.3835616438356164,0.4132841328413284,0.43566155367271453,0.18485940501910367
94,"(512, 256)",0.5,0.002,256,0.4825928114081979,0.45870535714285715,0.4021526418786693,0.42857142857142866,0.4516331042474606,0.15165213538242167
95,"(512, 256)",0.5,0.002,512,0.47539893330366334,0.4397233201581028,0.4354207436399217,0.4375614552605703,0.43471428359534076,0.11603181505494792
96,"(512, 256, 128)",0.2,0.0001,128,0.4612806291575533,0.4155495978552279,0.45499021526418787,0.43437645959831855,0.4394331187006854,0.02272644289067551
97,"(512, 256, 128)",0.2,0.0001,256,0.46345458692663366,0.46450939457202506,0.4354207436399217,0.4494949494949495,0.45812896828934085,0.027108809363626227
98,"(512, 256, 128)",0.2,0.0001,512,0.46991792603894605,0.4362549800796813,0.42857142857142855,0.43237907206317866,0.44670916936542815,0.03338813470959987
99,"(512, 256, 128)",0.2,0.0005,128,0.463801679084186,0.34479322371699056,0.6771037181996086,0.4569164740838561,0.45870372074634946,0.031020694580375638
100,"(512, 256, 128)",0.2,0.0005,256,0.460634742371913,0.4845238095238095,0.39823874755381605,0.43716433941997845,0.443985296206286,0.034989466417397634
101,"(512, 256, 128)",0.2,0.0005,512,0.47267472176680825,0.43876567020250723,0.4452054794520548,0.4419621175327829,0.43295426658292085,0.032878172386478145
102,"(512, 256, 128)",0.2,0.001,128,0.4752230048322057,0.3558091286307054,0.6712328767123288,0.46508474576271186,0.4506232169966941,0.04089478777963923
103,"(512, 256, 128)",0.2,0.001,256,0.4692643207262437,0.37430854333128455,0.5958904109589042,0.4597961494903737,0.4559124699835477,0.04021066224426438
104,"(512, 256, 128)",0.2,0.001,512,0.46352394585119494,0.4574712643678161,0.38943248532289626,0.42071881606765327,0.433684763057992,0.03513898583048064
105,"(512, 256, 128)",0.2,0.002,128,0.4697771399194013,0.3195240193918026,0.7093933463796478,0.44059556365846253,0.45129108933687084,0.07571829721612269
106,"(512, 256, 128)",0.2,0.002,256,0.48125556560885374,0.39307958477508653,0.5557729941291585,0.46047831374138626,0.4540483542995432,0.05745667550977462
107,"(512, 256, 128)",0.2,0.002,512,0.4604800377378948,0.3429003021148036,0.6663405088062623,0.4527925531914893,0.4528535966063713,0.049404994706096855
108,"(512, 256, 128)",0.3,0.0001,128,0.46875625389957964,0.4326450344149459,0.43052837573385516,0.43158410985777335,0.429981364347057,0.03474855114457083
109,"(512, 256, 128)",0.3,0.0001,256,0.4718939720915616,0.4672897196261682,0.44031311154598823,0.4534005037783375,0.451763651783441,0.03645995258012674
110,"(512, 256, 128)",0.3,0.0001,512,0.47299967220952865,0.4590347923681257,0.40019569471624267,0.42760062728698384,0.44985131001667417,0.062472879036289196
111,"(512, 256, 128)",0.3,0.0005,128,0.46725916381188526,0.4212218649517685,0.512720156555773,0.4624889673433363,0.43522424568654516,0.04303865092359994
112,"(512, 256, 128)",0.3,0.0005,256,0.4637612542268829,0.4196940726577438,0.4295499021526419,0.42456479690522236,0.4424756120232753,0.04284048824484557
113,"(512, 256, 128)",0.3,0.0005,512,0.4665190428398029,0.4514038876889849,0.4090019569471624,0.4291581108829568,0.4280757405019127,0.03985116119577509
114,"(512, 256, 128)",0.3,0.001,128,0.47535234455633024,0.337400281557954,0.7035225048923679,0.45607358071677767,0.462953172883412,0.06933049785534609
115,"(512, 256, 128)",0.3,0.001,256,0.4670445194896333,0.4731494920174166,0.31898238747553814,0.3810637054354179,0.42451849950805,0.06012745653508139
116,"(512, 256, 128)",0.3,0.001,512,0.46890450615091894,0.4796511627906977,0.32289628180039137,0.38596491228070173,0.436149441402263,0.05074116518801969
117,"(512, 256, 128)",0.3,0.002,128,0.4674460144509035,0.3242170269078077,0.7191780821917808,0.44694435998783827,0.461152213679485,0.09444166734712581
118,"(512, 256, 128)",0.3,0.002,256,0.47750326547488686,0.36608122941822174,0.6526418786692759,0.4690576652601969,0.45863491781640514,0.07593230238499862
119,"(512, 256, 128)",0.3,0.002,512,0.4756886970742619,0.4316109422492401,0.41682974559686886,0.424091587854654,0.4390558914452013,0.07034973559253242
120,"(512, 256, 128)",0.4,0.0001,128,0.46858919054226805,0.45633187772925765,0.4090019569471624,0.4313725490196078,0.441249174358531,0.05256969759317293
121,"(512, 256, 128)",0.4,0.0001,256,0.47103321358793315,0.4767580452920143,0.3913894324853229,0.42987641053197206,0.459900969954414,0.06353740196654706
122,"(512, 256, 128)",0.4,0.0001,512,0.47057627130869184,0.4327651515151515,0.4471624266144814,0.4398460057747834,0.4357612332512498,0.11119445704895517
123,"(512, 256, 128)",0.4,0.0005,128,0.4733204310720317,0.4027777777777778,0.5391389432485323,0.4610878661087866,0.4438195966181045,0.062451311213615
124,"(512, 256, 128)",0.4,0.0005,256,0.46945882030260266,0.41741988496302385,0.49706457925636005,0.4537740062527914,0.4322562532379186,0.05443506587622433
125,"(512, 256, 128)",0.4,0.0005,512,0.4731061787247514,0.43611404435058077,0.4041095890410959,0.41950228542407314,0.43881743674855755,0.05065123404821624
126,"(512, 256, 128)",0.4,0.001,128,0.4744323559463215,0.40862745098039216,0.5097847358121331,0.4536351763169352,0.43453655411324704,0.09342483415281119
127,"(512, 256, 128)",0.4,0.001,256,0.4696043579754784,0.4380733944954128,0.37377690802348335,0.4033790918690602,0.4204781564423544,0.07597339054559424
128,"(512, 256, 128)",0.4,0.001,512,0.4772703203029265,0.44541484716157204,0.39921722113502933,0.42105263157894735,0.43103659444130227,0.06432407217241985
129,"(512, 256, 128)",0.4,0.002,128,0.4693863590619092,0.4789325842696629,0.3336594911937378,0.39331026528258367,0.43360719396496006,0.12415993530558397
130,"(512, 256, 128)",0.4,0.002,256,0.4677278870943641,0.3453125,0.6487279843444227,0.45071380013596196,0.44445264462037004,0.1128900948749051
131,"(512, 256, 128)",0.4,0.002,512,0.46578306757149457,0.40545625587958606,0.4217221135029354,0.41342925659472424,0.4227997065394117,0.09793580457082261
132,"(512, 256, 128)",0.5,0.0001,128,0.47457249044048705,0.435759209344115,0.474559686888454,0.45433255269320844,0.45118957404965704,0.07261285341204438
133,"(512, 256, 128)",0.5,0.0001,256,0.4717388004359665,0.44278169014084506,0.49217221135029354,0.46617238183503246,0.46272425593779926,0.10702072979648257
134,"(512, 256, 128)",0.5,0.0001,512,0.4639276820670019,0.42892156862745096,0.5136986301369864,0.46749777382012464,0.45066808818503645,0.18734212657031807
135,"(512, 256, 128)",0.5,0.0005,128,0.47826546253469593,0.4080824088748019,0.5039138943248532,0.4509632224168126,0.4435839036882544,0.10054360015496408
136,"(512, 256, 128)",0.5,0.0005,256,0.48023737364809893,0.46786632390745503,0.3561643835616438,0.40444444444444444,0.4446871431757671,0.08954815477987782
137,"(512, 256, 128)",0.5,0.0005,512,0.4775061604366918,0.4838709677419355,0.3816046966731898,0.42669584245076586,0.44097127085953947,0.08164590732801867
138,"(512, 256, 128)",0.5,0.001,128,0.4732663827726755,0.37281795511221943,0.5851272015655578,0.4554455445544554,0.4419479540886066,0.14779112004764275
139,"(512, 256, 128)",0.5,0.001,256,0.4705003019063237,0.44279176201373,0.3786692759295499,0.4082278481012659,0.43644231919424337,0.11656696883747812
140,"(512, 256, 128)",0.5,0.001,512,0.4745367915779038,0.45794392523364486,0.4315068493150685,0.4443324937027708,0.4402278396007842,0.09121978801229726
141,"(512, 256, 128)",0.5,0.002,128,0.48010146230966144,0.43047034764826175,0.41193737769080235,0.42100000000000004,0.42295498454989044,0.17891022891112388
142,"(512, 256, 128)",0.5,0.002,256,0.4776763852265784,0.4732142857142857,0.363013698630137,0.4108527131782946,0.441918140795453,0.168647912397085
143,"(512, 256, 128)",0.5,0.002,512,0.4732034194639329,0.45591647331786544,0.38454011741682975,0.4171974522292994,0.43963957108386886,0.15728504567042642
144,"(1024, 512)",0.2,0.0001,128,0.48127979843748586,0.499302649930265,0.350293542074364,0.4117308798159862,0.4669733011871894,0.01175484483398191
145,"(1024, 512)",0.2,0.0001,256,0.48310464067632103,0.514367816091954,0.350293542074364,0.41676367869615827,0.4681808419080384,0.009998279262354465
146,"(1024, 512)",0.2,0.0001,512,0.48362448275035486,0.5233918128654971,0.350293542074364,0.4196951934349355,0.4708102686223805,0.01610221313920034
147,"(1024, 512)",0.2,0.0005,128,0.4830528651417885,0.35141987829614607,0.678082191780822,0.46292585170340683,0.46844854626296517,0.013411368061756485
148,"(1024, 512)",0.2,0.0005,256,0.48014175362873524,0.465,0.3639921722113503,0.4083424807903403,0.44407846774147547,0.019717311060381798
149,"(1024, 512)",0.2,0.0005,512,0.4808488563936322,0.5179153094462541,0.3111545988258317,0.38875305623471873,0.4599453116831212,0.00939814892658235
150,"(1024, 512)",0.2,0.001,128,0.49021964724770056,0.36051026067665004,0.6360078277886497,0.4601769911504425,0.43899860957316894,0.02101963295917065
151,"(1024, 512)",0.2,0.001,256,0.47703962056749605,0.34463840399002493,0.6761252446183953,0.4565576478361414,0.4436167752663665,0.024177197755640117
152,"(1024, 512)",0.2,0.001,512,0.47134042696461365,0.34843907351460224,0.6771037181996086,0.4601063829787234,0.45130832864982817,0.01725486244844354
153,"(1024, 512)",0.2,0.002,128,0.4826923878780096,0.3516260162601626,0.6771037181996086,0.46287625418060196,0.44214195428873926,0.032771185387806226
154,"(1024, 512)",0.2,0.002,256,0.4770355834659244,0.49581239530988275,0.2896281800391389,0.3656578134651019,0.4164055865475482,0.023860124063543223
155,"(1024, 512)",0.2,0.002,512,0.48259618694976514,0.3420654911838791,0.6643835616438356,0.4516129032258065,0.45051024290842573,0.023438311485654634
156,"(1024, 512)",0.3,0.0001,128,0.4827783163816326,0.5126498002663116,0.3767123287671233,0.4342921601804851,0.46999256095530106,0.015000111196981105
157,"(1024, 512)",0.3,0.0001,256,0.480951081307628,0.5111731843575419,0.35812133072407043,0.42117376294591485,0.4697372367670495,0.01626065329908103
158,"(1024, 512)",0.3,0.0001,512,0.4826849657284187,0.506544502617801,0.3786692759295499,0.4333706606942889,0.47128303957185824,0.027826000733867935
159,"(1024, 512)",0.3,0.0005,128,0.4764673812479082,0.5224719101123596,0.27299412915851273,0.3586118251928021,0.44570119438650996,0.015999421205256797
160,"(1024, 512)",0.3,0.0005,256,0.48894083451430903,0.4845222072678331,0.3522504892367906,0.4079320113314448,0.44597099895594,0.017990887493958767
161,"(1024, 512)",0.3,0.0005,512,0.48088186926962667,0.503968253968254,0.37279843444227007,0.42857142857142855,0.46566335910573003,0.016263857287729323
162,"(1024, 512)",0.3,0.001,128,0.484331628346486,0.3553095118268747,0.6908023483365949,0.4692588899966767,0.4454469954059216,0.030772751521427593
163,"(1024, 512)",0.3,0.001,256,0.47711433529560665,0.3554025423728814,0.6565557729941291,0.46116838487972506,0.44555078079030563,0.025636030305075188
164,"(1024, 512)",0.3,0.001,512,0.4790073249389671,0.5318352059925093,0.27788649706457924,0.365038560411311,0.44617987945818044,0.022005271070393854
165,"(1024, 512)",0.3,0.002,128,0.4837279967083138,0.369054441260745,0.6301369863013698,0.4654860860137333,0.4556087690236358,0.04123171914643162
166,"(1024, 512)",0.3,0.002,256,0.48712026988899354,0.3406539775500244,0.6829745596868885,0.4545750569846955,0.4430742328730645,0.03227305491683913
167,"(1024, 512)",0.3,0.002,512,0.47894260908333797,0.35264227642276424,0.6790606653620352,0.4642140468227425,0.45183103137848146,0.031575207869299564
168,"(1024, 512)",0.4,0.0001,128,0.480482903982536,0.4753914988814318,0.4158512720156556,0.44363256784968685,0.4707154485677028,0.02411808201928355
169,"(1024, 512)",0.4,0.0001,256,0.48285523977659006,0.4924812030075188,0.38454011741682975,0.43186813186813183,0.4741403814540606,0.027152852124733028
170,"(1024, 512)",0.4,0.0001,512,0.4820311006968232,0.4905897114178168,0.38258317025440314,0.4299065420560748,0.47302901967022565,0.05041441414505243
171,"(1024, 512)",0.4,0.0005,128,0.47836034230708885,0.49929676511954996,0.3473581213307241,0.4096941719561454,0.4498615864358694,0.022706741933417443
172,"(1024, 512)",0.4,0.0005,256,0.4810061045112871,0.4571150097465887,0.4589041095890411,0.45800781250000006,0.45795764773388514,0.029634883897022797
173,"(1024, 512)",0.4,0.0005,512,0.48527251875333166,0.4710648148148148,0.39823874755381605,0.43160127253446445,0.4551507752217806,0.025650093787471236
174,"(1024, 512)",0.4,0.001,128,0.4776654119250373,0.3319047619047619,0.6819960861056752,0.44650864830237036,0.43155739304849383,0.04341575176620933
175,"(1024, 512)",0.4,0.001,256,0.47941717852033167,0.46270543615676357,0.35812133072407043,0.40375068946497517,0.42636942202091094,0.034503709465071884
176,"(1024, 512)",0.4,0.001,512,0.48093654010504094,0.4312393887945671,0.49706457925636005,0.46181818181818185,0.4627170670933294,0.031254573894725385
177,"(1024, 512)",0.4,0.002,128,0.48382017634545393,0.33695652173913043,0.6976516634050881,0.45442957297641806,0.4511087746371082,0.06947105996667931
178,"(1024, 512)",0.4,0.002,256,0.4819706286262692,0.3536784741144414,0.6350293542074364,0.4543227161358068,0.4439709682835004,0.05014978197550839
179,"(1024, 512)",0.4,0.002,512,0.4840362858999035,0.4434687156970362,0.3953033268101761,0.4180031039834455,0.43803050307903063,0.044252794195452465
180,"(1024, 512)",0.5,0.0001,128,0.4829955941230251,0.48951048951048953,0.410958904109589,0.4468085106382979,0.4642887046611975,0.034631476991439925
181,"(1024, 512)",0.5,0.0001,256,0.4842213065218869,0.4875283446712018,0.4207436399217221,0.4516806722689075,0.47676117507262195,0.043178945800157194
182,"(1024, 512)",0.5,0.0001,512,0.4833480026677929,0.4779735682819383,0.4246575342465753,0.449740932642487,0.4742856793122564,0.09268958668184021
183,"(1024, 512)",0.5,0.0005,128,0.4843175619946525,0.5117647058823529,0.3405088062622309,0.40893066980023496,0.4476619248634599,0.04258884686007075
